"STN
Code",Name of Monitoring Location,State Name,"Temperature
⁰C",pH,Conductivity (μmhos/cm),BOD (mg/L),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L),Arsenic (mg/L)
2973,"RIICO TUBE WELL, RIA,
SHAHJAHANPUR, RAJASTHAN",RAJASTHAN,28.0,7.1,5060,-,2.28,14,28,3280,0.9,-
2972,"RIICO TUBE WELL, RIA,
SOTANALA, RAJASTHAN",RAJASTHAN,30.0,7.4,3500,-,1.76,20,28,2616,0.8,-
4775,"RIICO TUBEWELL NO. 3 LOCATED ON ROAD SIDE CLOSE TO INDAG RUBBER AND OPPOSITE TO HONDA SHOWROOM, NEELAM CHOWK, BHIWADI, TEHSIL-
TIJARA",RAJASTHAN,29.0,8.0,2390,-,4.12,39,75,1554,0.6,-
4777,"RIICO TUBEWELL NO. 31, LOCATED NEAR BKL LIFESTYLE, PLOT NO. 1228, RIA, BHIWADI,
OPP. TO ACRO PAINTS-II, TIJARA",RAJASTHAN,30.0,7.9,1896,-,4.20,2,4,1228,0.6,-
4778,"RIICO TUBEWELL NO. 34, LOCATED ON ROAD SIDE OF 220 KVA POWER STATION, CLOSE TO BKT(ESI HOSPITAL), RAMPUR MUNDANA RIS BHIWADI,
TIJARA,",RAJASTHAN,31.0,8.2,1645,-,4.72,9,14,1069,0.5,-
4774,"RIICO TUBWELL NO. 1, LOCATED NEAR GANPATI TUBES & FABRICATION (P) LTD SP-A- 53(A), RIA, BHIWADI, OPPOSITE TO WHEEL'O CITY AT T-POINT,
TEHSIL- TIJARA",RAJASTHAN,29.0,7.2,2690,-,2.36,150,210,1680,0.4,-
2968,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA",RAJASTHAN,22.0,8.6,5750,-,3.12,9,20,3730,1.2,-
,"ROAD, OPP. VILLAGE MANDIA,
PALI, RAJASTHAN",,,,,,,,,,,
2967,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI,
RAJASTHAN",RAJASTHAN,24.0,7.8,9000,-,4.92,9,21,6656,1.1,-
4803,"SHAHID CAPT, CHANDRA
CHOUDHARY PARK, BIKANER",RAJASTHAN,25.0,7.5,5350,-,3.04,4,11,3470,0.5,-
4806,"SHRI BABUAL SOPATRA, SHEKHO
KI DDHANI PALI",RAJASTHAN,24.0,8.5,4810,-,2.36,7,20,3120,1.2,-
2965,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI BRIDGE, PALI BYE PASS ROAD,
PALI, RAJASTHAN",RAJASTHAN,24.0,8.4,7600,-,5.24,75,120,4940,1.0,-
2966,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD,
PALI, RAJASTHAN",RAJASTHAN,23.0,8.5,557,-,1.70,7,11,362,0.7,-
4807,"SHRI MUKESH RAJPUROHIT, INFORNT OF GS-197-A, PUNAYATA INDUSTRY ROAD, NEAR BY NATIONAL HIGHWAY
PALI-JODHPUR, CETP-IV, PALI",RAJASTHAN,24.0,8.3,9550,-,4.56,7,14,6428,1.2,-
4809,"SHRI RANARAM, NEAR BHANWAR SINGH MANDLI
FROM HOUSE NH-PALI- SUMERPUR",RAJASTHAN,23.0,8.0,7700,-,4.40,7,11,5000,1.2,-
2976,"SUJAN GANGA, BHARATPUR, RAJASTHAN",RAJASTHAN,30.0,8.5,5500,-,8.20,240,460,4148,1.2,-
2986,"TUBE WELL OF GIRDHARI LAL,
BHITUJA, RAJASTHAN",RAJASTHAN,27.0,7.7,4900,-,2.20,4,9,3788,0.9,-
4761,"TUBE WELL OF M/S BALOTRA WATER POLLUTION CONTROL AND RESEARCH FOUNDATION TRUST (CETP) KHED ROAD,
BALOTRA",RAJASTHAN,27.0,8.2,29000,-,4.40,14,28,21902,1.2,-
4794,"TUBEWELL OF HARIPRASAD
PANNALAL, BADA TALAB, VILL- NANI, TEHSIL",RAJASTHAN,26.0,8.1,1430,-,5.48,9,14,1032,1.0,-
2974,"VILLAGE AGYARA, TEHSIL-
RAMGARH, ALWAR, RAJASTHAN",RAJASTHAN,30.0,7.7,2400,-,2.20,20,28,1784,1.2,-
2975,"VILLAGE BAGER MEO, TEHSIL-
RAMGARH, ALWAR, RAJASTHAN",RAJASTHAN,30.0,7.6,2600,-,2.46,11,28,1882,0.7,-
2017,"VILLAGE VINAYAKIA, JODHPUR
(BADRI KUMHAR)",RAJASTHAN,26.0,8.1,2750,-,3.40,7,11,1786,1.0,-
2018,"VILLAGE VINAYAKIA, JODHPUR
(HUKUM SINGH RATHORE)",RAJASTHAN,26.0,7.6,10600,-,4.12,9,21,6890,1.1,-
2964,"WELL AT INDIA PUBLIC SCHOOL,
MANPUR MACHERI, JAIPUR, RAJASTHAN",RAJASTHAN,30.0,7.8,2650,-,4.40,9,14,1719,1.0,-
1710,"WELL AT VILLAGE ALUPUR, VERY
NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,31.0,8.1,1863,-,2.10,150,1100,1211,0.7,-
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI
INDUSTRIAL AREA, BHIWADI, RAJASTHAN",RAJASTHAN,30.0,7.9,1206,-,4.12,75,150,783,0.4,-
2960,"WELL INFRONT OF SINGHANA
POLICE STATION, SINGHANA, JHUNJHUNU, RAJASTHAN",RAJASTHAN,24.0,7.8,5700,-,6.20,14,23,4138,1.1,-
1708,"WELL KOTHI IN VILLAGE BAGAR
RAJPUT, ALWAR, RAJASTHAN",RAJASTHAN,29.0,7.4,1874,-,1.54,7,21,1218,0.6,-
2991,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR,
RAJASTHAN",RAJASTHAN,27.0,7.8,12200,-,6.14,3,4,8864,0.6,-
2982,"WELL OF BIRMA RAM PATEL,
SALAWAS, JODHPUR, RAJASTHAN",RAJASTHAN,26.0,8.2,22900,-,5.24,9,14,14880,1.3,-
2993,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI,
BALOTRA, RAJASTHAN",RAJASTHAN,27.0,8.4,3700,-,4.56,14,21,2738,1.1,-
2985,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR,
RAJASTHAN",RAJASTHAN,26.0,7.7,14730,-,5.10,7,11,9724,1.0,-
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER
JAIPUR, RAJASTHAN",RAJASTHAN,28.0,8.4,588,-,2.10,21,28,382,1.0,-
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN),
RAJASTHAN",RAJASTHAN,23.0,8.3,16520,-,6.28,75,150,10740,1.1,-
2988,"WELL OF PEMA RAM MALI,
BHITUJA, RAJASTHAN",RAJASTHAN,27.0,7.8,8100,-,3.15,4,11,5916,0.6,-
2977,"WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA,
JODHPUR, RAJASTHAN",RAJASTHAN,26.0,8.1,23100,-,4.92,7,14,15198,1.2,-
2963,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI,
JAIPUR, RAJASTHAN",RAJASTHAN,30.0,7.9,4460,-,6.08,14,21,3230,1.0,-
2961,"WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI,
JAIPUR, RAJASTHAN",RAJASTHAN,29.0,8.2,926,-,2.28,14,20,601,0.8,-
2962,"WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI,
JAIPUR, RAJASTHAN",RAJASTHAN,26.0,8.3,900,-,4.56,7,14,585,0.7,-
4789,"WELL OF SHRI BHAGARAM BHATIA, SALAWAS-JODHPUR
ROAD, SALAWAS, JODHPUR",RAJASTHAN,26.0,8.2,8320,-,4.92,7,20,5400,1.2,-
4787,"WELL OF SHRI DALARAM, AHEER
KHERA, JODHPUR",RAJASTHAN,26.0,7.5,6120,-,3.52,3,11,3970,1.2,-
4786,"WELL OF SHRI DEVARAM, HEER
KHERA, JODHPUR",RAJASTHAN,26.0,7.7,12150,-,4.12,9,20,7890,1.1,-
4784,"WELL OF SHRI HAZARI SINGH
GEHLOT, NEAR PATWAR BHAWAN, SALAWAS JODHPUR",RAJASTHAN,26.0,7.9,6880,-,3.16,9,14,4470,1.2,-
4788,"WELL OF SHRI MAGARAM,
NANDWAN, JODHPUR",RAJASTHAN,26.5,7.5,16000,-,5.48,4,11,12248,1.3,-
4785,"WELL OF SHRI TILARAM,
NANDWAN, JODHPUR",RAJASTHAN,26.0,8.6,6910,-,4.12,11,20,4490,1.1,-
4818,"ALWARTHIRUNAGARI Ã‚Â– VETERINARY DISPENSARY, WEST CAR STREET NEAR OVER HEAD
TANK OF BORE WELL",TAMIL NADU,29.0,7.5,348,2.0,0.30,11,34,210,0.2,0.001
4816,"AUTHOR Ã‚Â– MUKKANI AGRAGARAM STREET INFRONT
OF THIRU N. SAMUTHRAPANDI HOUSE BORE WELL",TAMIL NADU,26.0,8.0,1040,2.5,6.40,8,26,730,0.2,0.001
4912,"BORE WELL AT VANNIARVALASU VILLAGE, NEAR ELEMENTARY SCHOOL, THOPPAMPATTI PANCHAYAT UNION, PALANI
TALUK, DINDIGUL DIST",TAMIL NADU,36.0,6.7,1909,1.0,0.30,2,8,1212,0.9,0.001
4811,"BOREWELL LOCATED AT M/S. PHOENIX TEXTILE PROCESSORS,
VENDIPALAYAM, ERODE",TAMIL NADU,31.0,7.3,4440,1.0,0.31,2,6,2912,0.9,0.001
4821,"BOREWELL NEAR KAMBARASAMPETTAI INTAKE
WELL (TRICHY UPSTREAM)",TAMIL NADU,30.0,7.5,872,2.5,0.41,2,45,552,0.5,0.001
4822,"BOREWELL NEAR THOGUR INTAKE WELL (TRICHY
DOWNSTREAM)",TAMIL NADU,28.0,7.2,806,2.6,0.33,230,700,516,0.8,0.001
4817,"ERAL Ã‚Â– CHARMAM
ARUNACHALA SWAMY TEMPLE WEST OF BORE WELL",TAMIL NADU,28.0,8.4,320,1.0,0.30,2,5,198,0.2,0.001
4814,"HOUSE OF THIRU MURUGAN, S/O. ESAKKI, NO.16B, MEENAKSHIPURAM, ANNA
NAGAR, TIRUNELVELI",TAMIL NADU,29.0,7.3,796,2.3,0.41,2,2,502,0.2,0.001
4907,"KOMBUPALLAM,
SATHYAMANGALAM",TAMIL NADU,31.0,6.7,199,2.0,0.30,21,63,144,0.8,0.001
4825,"M. KALIAPPAN,
SANGILIMUNIYAPPAN KOVIL, ERIKKADU, METTUR",TAMIL NADU,30.0,7.0,1929,1.0,0.30,51,63,1268,0.2,0.001
4815,"MUNICIPAL CORPORATION BORE WELL LOCATED IN PERUMALPURAM STREET, NARANAMMALPURAM,
TIRUNELVELI",TAMIL NADU,30.0,7.5,766,2.3,1.74,2,2,466,0.2,0.001
4824,"PARAMASIVAM WATER SERVICE STATION, BLOCK NO.13 BSNL EXCHANGE OPPOSITE, METTUR
DAM Ã‚Â– 636 402.",TAMIL NADU,29.0,6.9,1886,1.0,0.30,33,79,1804,0.2,0.001
4826,"SAKTHI NAGAR, NEAR MUNICIPALITY SEWAGE
TREATMENT PLANT, KOMPURANKADU, METTUR",TAMIL NADU,30.0,7.2,1110,1.0,0.30,4,14,712,0.2,0.001
4819,"SRIVAIKUNDAM Ã‚Â– BLOCK
DEVELOPMENT OFFICE Ã‚Â– OPEN WELL",TAMIL NADU,29.0,7.4,1774,3.0,0.30,2,6,1066,0.2,0.001
4820,"SRIVAIKUNDAM Ã‚Â– TNEB SUB STATION 33 KVA OPPOSITE TO
TIRUNELVELI MAIN ROAD OPEN WELL",TAMIL NADU,29.0,8.1,365,2.0,0.30,2,4,224,0.2,0.001
4810,"SURIYAMPALAYAM BOREWELL (HAND PUMP) OWNED BY ERODE CORPORATION LOATED OPPOSITE TO M/S. PIONEER PROCESSING INDIA PVT. LTD., BHAVANI MAIN ROAD, R.N.
PUDUR POST, ERODE",TAMIL NADU,34.0,7.3,2540,2.0,0.30,21,46,1656,0.9,0.001
4909,"THALAVAIPETTAI, BHAVANI",TAMIL NADU,31.0,6.8,378,1.0,0.30,33,110,252,0.5,0.001
32,"WELL AT MUSIRI, TAMIL NADU",TAMIL NADU,31.0,7.8,1358,3.0,0.90,43,94,902,0.2,-
4280,"B,W AT IDS RAMPUR,
HANAMKONDA, WARANGAL",TELANGANA,28.0,7.4,7040,-,22.80,2,2,4435,1.5,-
1525,"B/W - IDA , NEAR CHAITANYA CHLORIDES , PASHAMAYLAM ,
MEDAK DIST.",TELANGANA,25.0,7.4,3560,-,24.00,-,-,2142,0.4,0.010
1794,"B/W - MANAKONDUR (V) , KARIMNAGAR DIST.",TELANGANA,31.0,7.9,1285,-,13.90,2,120,772,1.0,-
1810,"B/W - SRI RAMNAGAR COLONY,
SHAKKAR NAGAR, BODHAN, NIZAMABAD DIST.",TELANGANA,25.0,7.4,2337,-,22.00,-,-,1389,0.4,0.010
3094,"B/W AT AKBARNAGAR,
RAMAGUNDAM, KARIMNAGAR",TELANGANA,29.0,8.3,1131,-,2.40,2,2,729,0.9,-
4278,"B/W AT AUROBINDO, HATNUR,
SANGAREDDY",TELANGANA,25.0,6.9,1376,-,15.00,-,-,804,0.4,0.010
4265,"B/W AT GRAM PANCHAYATH
OFFICE, DOTHIGUDAM",TELANGANA,22.0,7.5,1957,-,10.00,-,-,1126,0.6,0.010
3088,"B/W AT J.NARASIMHA RAOÃ‚Â’S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWS DUMPSITE, KOTHAGUDEM,
KHAMMAM",TELANGANA,30.2,8.0,1469,-,4.60,2,2,944,0.6,-
4277,B/W AT ZPHS SULTHANPUR,TELANGANA,25.0,7.2,3765,-,26.00,-,-,2209,0.5,0.010
4282,"B/W NEAR AARLA BAVI (AGRICULTURAL FIELD),
POCHAMPALLY MANDAL",TELANGANA,22.0,7.5,1694,-,15.00,-,-,952,0.3,0.010
4286,"B/W NEAR ANKIREDDIGUDAM VILLAGE (AGRUCULTURAL FIELD)
CHOUTUPPAL MANDAL",TELANGANA,21.0,7.5,2189,-,19.00,-,-,1228,0.4,0.010
4281,"B/W NEAR BHIMANPALLI VILLAGE (OPEN LAND )
POCHAMPALLY MANDAL",TELANGANA,21.0,7.4,2736,-,24.00,-,-,1475,0.3,0.010
1792,"B/W -NEAR CKM COLLEGE ,
ENUMAMULA (V) , WARANGAL DIST.",TELANGANA,30.0,8.7,1106,-,6.20,2,2,667,0.7,-
4283,"B/W NEAR DANTUR (OPEN
LAND), POCHAMPALLY MANDAL",TELANGANA,21.0,7.5,3720,-,25.00,-,-,2137,0.3,0.010
4287,"B/W NEAR LINGAREDDYGUDAM VILLAGE (BESIDE CHOUTUPPAL- VALIGONDA ROAD)
CHOUTUPPAL MANDAL",TELANGANA,22.0,7.2,1813,-,13.00,-,-,1024,0.3,0.010
4279,"B/W NEAR M/S ARCH PHARMA, GUNDLA MACHANUR,
SANGAREDDY",TELANGANA,25.0,6.6,1236,-,20.00,-,-,810,0.5,0.010
4284,"B/W NEAR MALKAPUR LAKE, MALKAPUR VILLAGE (AGRICULTURAL FIELD)
CHOUTUPPA; MANDAL",TELANGANA,21.0,7.4,1918,-,15.00,-,-,1075,0.3,0.010
4288,"B/W NEAR NAGARAM CHERUVU, DEVALAMMA
NAGARAM VILLAGE",TELANGANA,21.0,7.4,1298,-,11.00,-,-,727,0.3,0.010
4285,"B/W NEAR PEDDAKONDUR
VILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL",TELANGANA,22.0,7.4,1894,-,12.00,-,-,1080,0.4,0.010
4289,"B/W NEAR PITTAM PALLE VILLAGE (OPEN LAND BESIDE VILLAGE ROAD) CHITYAL
MANDAL",TELANGANA,22.0,6.8,1553,-,11.00,-,-,862,0.5,0.010
4290,"B/W NEAR PITTAM PEDDAKAPARTHI VIKKAGE (OPEN LAND BESIDE VILLAGE
ROAD) CHITYAL MANDAL",TELANGANA,21.0,6.8,1376,-,8.00,-,-,790,0.5,0.010
1791,"B/W. - EAST OF SAICHERUVU , PAIDIPALLY (V), WARANGAL
DIST.",TELANGANA,29.0,7.8,2708,-,10.80,2,2,1706,0.8,-
1515,"B/W. - NAGARAM(V), PALVONCHA, KHAMMAM DIST.",TELANGANA,30.4,8.4,1879,-,22.40,2,2,1129,0.9,-
1795,"B/W. - PANCHAYAT OFFICE , ,
BOLLARAM (V) MEDAK DIST.",TELANGANA,25.0,7.3,2410,-,13.00,-,-,1392,0.3,0.010
1811,"B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR
(M), NALGONDA DIST.",TELANGANA,20.0,7.4,1603,-,10.00,-,-,945,0.3,0.010
4260,"BORE WELL NEAR MSW DUMP
YARD, MEDAK TOWN MEDAK DISTRICT",TELANGANA,33.0,7.0,1195,-,7.00,-,-,684,0.3,0.010
4264,"BORE WELL WATER POINT AT ZP GIRLS HIGH SCHOOL BHUDAM POCHAMPALLY (V & M)
YADADRI DISTRICT",TELANGANA,24.0,7.5,1971,-,20.00,-,-,1139,0.6,0.010
4271,"BOREWELL LOCATED AT
GOVERNMENT PRIMARY",TELANGANA,29.0,8.0,1599,-,22.80,2,63,1008,1.0,-
,"SCHOOL, SY. NO 32 DHULAPALLY
(V) QUTHBULLAPUR (M)
MEDCHAL DISTRICT.",,,,,,,,,,,
4270,"BOREWELL LOCATED AT HOUSE OF P. ANJANEYULU, PLOT NO,25, SHAKTHIPURAM, PRASHANTH NAGAR, I. E. KUKATPALLY,
MEDCHAL DISTRICT",TELANGANA,31.0,7.9,2147,-,16.00,2,34,1374,1.2,-
4269,"BOREWELL LOCATED AT HOUSE OF SRI P NEKATESH RAJU, PLOT NO 115,22 321, APIIC, CO- [PERATIVE CONONY, JEEDIMETLA, QUTHBULLAPUR
(M) MEDCHAL DISTRICT",TELANGANA,32.0,7.5,2791,-,12.00,2,63,1758,1.2,-
4268,"BOREWELL LOCATED AT HOUSE OF SRI VITAL RAO, H.NO. 2-42 875, ABESTOS COLONY, GANDHI NAGAR, BALANAGAR, MEDCHAL
DISTRICT",TELANGANA,30.0,8.4,1131,-,16.80,2,43,651,1.1,-
4272,"BOREWELL LOCATED AT RAHIV GRUHA KA;PA, AHMEDGUDA,
AMBEDKAR NAGAR, KAPRA MEDCHAL DISTRICT.",TELANGANA,30.0,8.7,849,-,6.20,2,43,545,0.9,-
4273,"BOREWELL LOCATED AT THANDA DUNDIGAL (V) DHUNDIGAL (M) MEDCHAL
DISTRICT",TELANGANA,32.0,7.8,2930,-,14.70,2,47,1561,1.0,-
4276,"BOREWELL NEAR GRAM PANCHAYAT OFFICE, KHAZIPALLY VILLAGE,
SANGAREDDY DISTRIST",TELANGANA,34.0,7.0,2137,-,19.00,-,-,1218,0.4,0.010
4262,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KISTAIPALLY VILLAGE JINNARM MANDAL, SANGAREDDY
DISTRICT",TELANGANA,33.0,6.8,2202,-,21.00,-,-,1360,0.5,0.010
4263,"BOREWELL NEAR MPP SCHOOL GADDAPOTHARAM VILLAGE, JINNARAM MANDAL,
SANGAREDDY DISTRICT",TELANGANA,33.0,6.6,4270,-,27.00,-,-,2498,0.4,0.010
4266,"BOREWELL NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY
(N) SADASHIVANAGAR (M) KAMAREDDY DIST",TELANGANA,25.0,7.2,953,-,12.00,-,-,596,0.5,0.010
4274,"BOREWELL POINTS AT THE PERIPHERY OF THE IDA,
JEEDIMETLA",TELANGANA,29.0,7.8,1962,-,14.20,2,33,1092,0.8,-
4275,"BOREWELL POINTS AT THE PERIPHERY OF THE ISA
BALANAGAR",TELANGANA,28.0,8.2,2364,-,32.80,2,43,1489,1.3,-
1793,"O/W - BHOOMAIAH NEAR ASHPONDS OF NTPC , KUNDANPALLY (V) ,
RAMAGUNDAM , KARIMNAGAR",TELANGANA,30.0,8.3,1955,-,1.20,2,6,1088,1.2,-
15,WELL AT KUYYURA,TELANGANA,27.0,8.3,624,-,0.30,2,2,356,0.7,-
27,WELL AT PEDDAVOORA,TELANGANA,25.0,7.5,1350,-,6.00,-,-,792,0.3,0.010
16,WELL AT TADAVAI A.P.,TELANGANA,28.0,8.0,1064,-,14.00,2,34,680,0.6,-
1732,"A.D.NAGAR, AGARTALA,
TRIPURA",TRIPURA,26.5,6.0,121,1.0,0.30,2,2,66,0.2,-
1734,"GANDHIGRAM, AGARTALA,
TRIPURA",TRIPURA,26.5,5.8,113,1.0,0.30,2,2,64,0.2,-
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26.5,6.6,115,1.0,0.30,2,2,68,0.2,-
1731,"LANKAMURA, TRIPURA",TRIPURA,26.5,6.1,935,1.0,0.30,2,2,62,0.2,-
1733,"SHIBNAGAR, AGARTALA,
TRIPURA",TRIPURA,26.5,5.9,119,1.0,0.30,2,2,64,0.2,-
4205,"TUBE WELL AT AMAR SAGAR,
UDAIPUR",TRIPURA,26.0,5.7,108,1.0,0.30,2,2,58,0.2,-
4204,TUBE WELL AT AMARPUR,TRIPURA,25.5,5.5,118,1.0,0.30,2,2,66,0.2,-
4210,TUBE WELL AT AMBASSA,TRIPURA,25.0,5.6,99,1.0,0.30,2,2,58,0.2,-
4188,"TUBE WELL AT ARUNDHATI
NAGAR",TRIPURA,26.0,6.2,108,1.0,0.30,2,2,58,0.2,-
3426,"TUBE WELL AT B.C.MANU,
SOUTH TRIPURA",TRIPURA,25.5,5.6,93,1.0,0.30,2,2,50,0.2,-
4187,TUBE WELL AT BADHARGHAT,TRIPURA,26.5,6.0,128,1.0,0.30,2,2,68,0.2,-
3428,"TUBE WELL AT BAGAFA, SOUTH
TRIPURA",TRIPURA,25.5,5.3,96,1.0,0.30,2,2,56,0.2,-
4209,TUBE WELL AT BELONIA,TRIPURA,26.5,5.7,116,1.0,0.30,2,2,66,0.2,-
4200,TUBE WELL AT BISHALGARH,TRIPURA,26.0,5.8,95,1.0,0.30,2,2,56,0.2,-
4636,TUBE WELL AT BISHALGARH,TRIPURA,26.0,6.3,99,1.0,0.30,2,2,56,0.2,-
4202,TUBE WELL AT BISHRAMGANJ,TRIPURA,26.0,5.5,122,1.0,0.30,2,2,68,0.2,-
3425,"TUBE WELL AT BODHJUNG
NAGAR, WEST TRIPURA",TRIPURA,26.5,6.0,109,1.0,0.30,2,2,62,0.2,-
4651,"TUBE WELL AT CHAKMAGHAT, TELIAMURA",TRIPURA,25.5,6.9,102,1.0,0.30,2,2,58,0.2,-
4638,TUBE WELL AT CHAMPAKNAGAR,TRIPURA,25.5,6.5,96,1.0,0.30,2,2,52,0.2,-
4212,TUBE WELL AT CHAWMANU,TRIPURA,25.0,5.3,96,1.0,0.30,2,2,52,0.2,-
3432,"TUBE WELL AT CHURAIBARI (INTERSTATE BOUNDRY), NORTH TRIPURA",TRIPURA,25.5,5.9,110,1.0,0.30,2,2,68,0.2,-
4216,TUBE WELL AT DAMCHERRA,TRIPURA,25.0,5.6,98,1.0,0.30,2,2,56,0.2,-
4190,"TUBE WELL AT DEBENDRA
CHANDRA NAGAR",TRIPURA,25.5,5.7,100,1.0,0.37,2,2,62,0.2,-
4206,"TUBE WELL AT DHANI SAGAR,
UDAIPUR",TRIPURA,26.0,5.4,112,1.0,0.30,2,2,62,0.2,-
4215,TUBE WELL AT DHARMANAGAR,TRIPURA,25.5,5.7,126,1.0,0.30,2,2,72,0.2,-
4186,TUBE WELL AT DOKLI,TRIPURA,26.0,5.8,129,1.0,0.30,2,2,68,0.2,-
3435,"TUBE WELL AT GOUR NAGAR, NORTH TRIPURA",TRIPURA,25.0,6.1,106,1.0,0.30,2,2,58,0.2,-
3423,"TUBE WELL AT HAPANIA, WEST
TRIPURA",TRIPURA,26.5,6.2,94,1.0,0.30,2,2,54,0.2,-
3430,"TUBE WELL AT JAWAHANAGAR,
DHALAI",TRIPURA,25.0,6.0,99,1.0,0.30,2,2,62,0.2,-
4185,TUBE WELL AT JIRANIA,TRIPURA,26.0,5.8,119,1.0,0.30,2,2,68,0.2,-
4208,TUBE WELL AT JOLAIBARI,TRIPURA,26.0,5.7,118,1.0,0.30,2,2,68,0.2,-
3436,"TUBE WELL AT KAILASHAHAR,
NORTH TRIPURA",TRIPURA,25.5,5.9,101,1.0,0.30,2,2,56,0.2,-
4648,"TUBE WELL AT KALADEPHA
MANU",TRIPURA,26.0,7.2,106,1.0,0.30,2,2,60,0.2,-
4211,TUBE WELL AT KAMALPUR,TRIPURA,25.0,6.2,119,1.0,0.30,2,2,66,0.2,-
3433,"TUBE WELL AT KAMESWAR,
INDUSTRIAL ESTATE AREA, NORTH TRIPURA",TRIPURA,25.5,7.0,119,1.0,0.30,2,2,70,0.2,-
4217,TUBE WELL AT KANCHANPUR,TRIPURA,25.0,5.9,117,1.0,0.30,2,2,64,0.2,-
4203,TUBE WELL AT KARBOOK,TRIPURA,25.5,5.5,112,1.0,0.30,2,2,68,0.2,-
4214,TUBE WELL AT KHOWAI,TRIPURA,25.5,5.5,112,1.0,0.30,2,2,66,0.2,-
3431,"TUBE WELL AT KULAI, DHALAI",TRIPURA,25.0,5.8,93,1.0,0.30,2,2,58,0.2,-
3434,"TUBE WELL AT KUMARGHAT,
INDUSTRIAL ESTATE AREA, NORTH TRIPURA",TRIPURA,25.5,6.4,124,1.0,0.30,2,2,72,0.2,-
4647,TUBE WELL AT MANUBAZAR,TRIPURA,26.0,6.9,102,1.0,0.30,2,2,58,0.2,-
4641,TUBE WELL AT MELAGHAR,TRIPURA,26.0,5.3,106,1.0,0.30,2,2,58,0.2,-
3424,"TUBE WELL AT NAGICHERRA,
WEST TRIPURA",TRIPURA,26.0,6.1,89,1.0,0.30,2,2,50,0.2,-
4189,TUBE WELL AT NANADANNAGAR,TRIPURA,26.0,5.8,95,1.0,0.30,2,2,56,0.2,-
4218,TUBE WELL AT PANISAGAR,TRIPURA,25.0,5.7,95,1.0,0.30,2,2,54,0.2,-
4653,TUBE WELL AT PECHARTHAL,TRIPURA,25.5,6.2,112,1.0,0.30,2,2,56,0.2,-
4637,TUBE WELL AT RAJNAGAR,TRIPURA,26.0,6.5,94,1.0,0.30,2,2,52,0.2,-
4639,TUBE WELL AT RANIRBAZAR,TRIPURA,26.0,6.7,101,1.0,0.30,2,2,58,0.2,-
4207,TUBE WELL AT SABROOM,TRIPURA,26.5,5.6,108,1.0,0.30,2,2,56,0.2,-
3427,"TUBE WELL AT SHANTIR BAZAR,
SOUTH TRIPURA",TRIPURA,26.0,6.4,84,1.0,0.30,2,2,50,0.2,-
4201,TUBE WELL AT SONAMURA,TRIPURA,26.0,5.8,117,1.0,0.37,2,2,66,0.2,-
4191,"TUBE WELL AT SURYAMONI
NAGAR",TRIPURA,26.0,5.9,100,1.0,0.30,2,2,56,0.2,-
4213,TUBE WELL AT TELIAMURA,TRIPURA,25.5,5.6,95,1.0,0.30,2,2,54,0.2,-
4652,"TUBE WELL AT TELIAMURA
MARKET",TRIPURA,26.0,6.2,115,1.0,0.30,2,2,64,0.2,-
1406,"WELL AROUND UDAIPUR
(TUBEWELL), TRIPURA",TRIPURA,27.0,5.8,122,1.0,0.30,2,2,72,0.2,-
1405,"WELL AT UDAIPUR (TUBEWELL),
TRIPURA",TRIPURA,27.0,6.0,112,1.0,0.30,2,2,72,0.2,-
2470,"AT INDUSTRIAL AREA, FATEHPUR",UTTAR PRADESH,25.6,7.2,1983,1.0,1.10,2,2,212,0.4,-
2469,"AT INDUSTRIAL AREA. NAINI,
ALLAHABAD",UTTAR PRADESH,25.4,7.3,1222,1.0,0.90,2,2,263,0.4,-
